見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,企画展「万葉日本画展」【後期】,展示,6月6日?8月6日,,18歳以上,30人（先着順）,500円,,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,あさもよし きのくに歴史講座,イベント,6月18日13:30?15:00,,18歳以上,30人（先着順）,500円,,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,体験教室「お手玉教室」,イベント,6月24日(1)10:30?12:00(2)13:00?14:30,,3歳以上（小学生以下は保護者同伴）,各20人（先着順）,500円,事前申込,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,古典生物と山野草展,展示,6月17･18日、7月1･2日,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,野生ラン展,イベント,6月24･25日,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,あじさいの剪定教室,イベント,6月25日,,,36人（先着順）,300円,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,山草会・初夏の展示会,イベント,7月1･2日,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,園内花と緑の写真コンテスト受付,イベント,7月8?30日,,,,200円,,入場無料
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,ボランティアによる「おはなし会」,イベント,6月17・24日、7月8日14:00?、7月1日11:00?,,,,,,入場無料6月6?16日、資料点検のため県立図書館・紀南図書館は休館します。文化情報センターは14日から利用できます。
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,スタイナート・ジャパンツアー2017,イベント,6月17日14:00?16:00,,,250人 （先着順）,"3,500円（前売り3,000円）",,入場無料6月6?16日、資料点検のため県立図書館・紀南図書館は休館します。文化情報センターは14日から利用できます。
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,エントランスコンサート,イベント,7月7日12：00?12:30,,,100人程度（先着順）,,,入場無料6月6?16日、資料点検のため県立図書館・紀南図書館は休館します。文化情報センターは14日から利用できます。
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,犬・猫の飼い方講習会及び譲渡会,イベント,6月1・11・25日、7月5・9・23日11:00?,,,,"犬については狂犬病予防注射代2,640円が必要です",,入場無料
